model_name,variables,filter_rule,method,variable,coefficient,p_value
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,2pt,const,0.0058214850007191725,0.7299537997580212
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,2pt,Kurtosis,-0.004080984295214996,0.08653841957419023
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,2pt,Median,-4.34848963429916e-07,0.07177080510592994
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,2pt,Fear and Greed Index,0.0006100924218631096,0.03674741484152838
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,1pt,const,3.402783880718302e-05,0.9985625910278699
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,1pt,Kurtosis,-0.004638667550096799,0.052397057476007765
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,1pt,Median,-4.107615162628472e-07,0.11600069897539049
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,1pt,Fear and Greed Index,0.0006943214359911085,0.0202256861456402
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,2pt,const,2.3967459766507824e-05,0.9989874917605477
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,2pt,Kurtosis,-0.004636241579937486,0.05241395068232629
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,2pt,Median,-4.106091028249094e-07,0.11611019407610101
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1942.592835,2pt,Fear and Greed Index,0.0006942186853176141,0.02023995293447643
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,1pt,const,-0.015532443655423512,0.4444100561744072
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,1pt,Kurtosis,0.0024992762473464445,0.5274715748769729
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,1pt,Median,-3.441540641935725e-08,0.924693280818329
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,1pt,Fear and Greed Index,0.00047585942865246246,0.18003010279592796
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,2pt,const,-0.015359902686597374,0.446363935302585
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,2pt,Kurtosis,0.0024946162741820515,0.5244221655229645
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,2pt,Median,-3.856002261466125e-08,0.9153358729488177
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 4990.499057,2pt,Fear and Greed Index,0.00047713725333772226,0.17867716932070202
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,1pt,const,-0.012520075758341489,0.4895735424313873
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,1pt,Kurtosis,0.002679849327624977,0.4715238080710368
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,1pt,Median,-5.7940467627746376e-08,0.8251774207341035
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,1pt,Fear and Greed Index,0.0004137296718328834,0.20663982991871738
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,2pt,const,-0.012368731241612165,0.4920997263974711
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,2pt,Kurtosis,0.002675422505178523,0.46856577657595566
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,2pt,Median,-6.110065633702243e-08,0.815202939167157
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 5554.505438,2pt,Fear and Greed Index,0.00041495884308582993,0.20518251591979644
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,1pt,const,-0.010908983441508233,0.5134529651752794
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,1pt,Kurtosis,0.00310070668352365,0.37942066745458347
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,1pt,Median,-1.7742408749983992e-07,0.42567973002015835
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,1pt,Fear and Greed Index,0.000459831129061313,0.11813574244774859
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,2pt,const,-0.010777977868159616,0.5158171627630093
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,2pt,Kurtosis,0.0031169418335057525,0.3730263470861205
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,2pt,Median,-1.803849941766584e-07,0.4164555394229156
model_2,Kurtosis + Median + Fear and Greed Index,Std <= 6617.949372,2pt,Fear and Greed Index,0.0004607985811331804,0.11725027698193423
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,1pt,const,0.00415353113785156,0.7854677260418435
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,1pt,Kurtosis,-0.0036208902933597023,0.11809557164220442
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,1pt,Median,-3.69236447215471e-07,0.09380568403301731
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,1pt,Fear and Greed Index,0.0005391270839119712,0.05151277091556221
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,2pt,const,0.004010802449070628,0.7923822508831575
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,2pt,Kurtosis,-0.003607654982549283,0.11869817029596584
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,2pt,Median,-3.671124800234826e-07,0.09532194444370108
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 11541.060000,2pt,Fear and Greed Index,0.0005384193090083135,0.05176009176353218
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,1pt,const,-0.01603667397126856,0.36315126462813774
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,1pt,Kurtosis,-0.00450325214496431,0.05521600331293241
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,1pt,Median,-2.842119350541657e-07,0.22266115403757794
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,1pt,Fear and Greed Index,0.0007988134299388174,0.007437206746117977
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,2pt,const,-0.01615558181162184,0.359292331946348
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,2pt,Kurtosis,-0.004494542480215141,0.05530123569494616
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,2pt,Median,-2.8255791675813617e-07,0.2250482371805855
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 21085.300000,2pt,Fear and Greed Index,0.000798371074624625,0.0074611555522858496
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,1pt,const,4.9737054968624794e-05,0.9980092411881176
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,1pt,Kurtosis,-0.005964530164893358,0.027082632318873933
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,1pt,Median,-3.6514917690051766e-07,0.15827851231104412
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,1pt,Fear and Greed Index,0.0006706923808246165,0.033932998449077635
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,2pt,const,-6.926390464082707e-05,0.9972262874627968
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,2pt,Kurtosis,-0.005951898721010307,0.027265235234605684
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,2pt,Median,-3.6339018813960497e-07,0.1600457849678162
model_2,Kurtosis + Median + Fear and Greed Index,Median >= 26584.620000,2pt,Fear and Greed Index,0.0006699944044923546,0.03409278817179591
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,1pt,const,-0.0020875384078763706,0.9224343528029602
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,1pt,Kurtosis,-0.0036070280253085165,0.16543837987526971
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,1pt,Median,-3.4077868883580724e-07,0.5269156714699909
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,1pt,Fear and Greed Index,0.0006399752087423094,0.07664781577740355
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,2pt,const,-0.0025037271740205322,0.9068568360949399
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,2pt,Kurtosis,-0.003548635435561395,0.17041541371290753
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,2pt,Median,-3.3037303515258056e-07,0.5392979045756653
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 58011.240000,2pt,Fear and Greed Index,0.0006368302339604883,0.0779020265890195
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,1pt,const,0.005144408391070277,0.7834691415224102
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,1pt,Kurtosis,-0.003228625606428952,0.19566935360819468
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,1pt,Median,-5.096852378413161e-07,0.21756368019331845
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,1pt,Fear and Greed Index,0.0005480928687340658,0.10002612577116103
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,2pt,const,0.004793611657966695,0.7974376951850797
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,2pt,Kurtosis,-0.0031680844684323813,0.20201608891958744
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,2pt,Median,-5.017405801625922e-07,0.22410117359512854
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 66247.920000,2pt,Fear and Greed Index,0.0005451179987577467,0.1016307957020923
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,1pt,const,0.0032020775930832112,0.8489162614147399
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,1pt,Kurtosis,-0.003008514925837085,0.20982771000676587
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,1pt,Median,-2.5450308719798303e-07,0.3877987875883623
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,1pt,Fear and Greed Index,0.000408574811054752,0.1706198928436305
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,2pt,const,0.0029356266910110073,0.8610294471213091
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,2pt,Kurtosis,-0.002967931411607849,0.21398311450673765
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,2pt,Median,-2.4962325773739405e-07,0.3962080979511853
model_2,Kurtosis + Median + Fear and Greed Index,Median <= 96165.020000,2pt,Fear and Greed Index,0.00040681991566017946,0.17224314511338
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,const,0.0023319864632848253,0.8921950847721134
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,Kurtosis,-0.003982518508145237,0.08523989034286113
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,Median,-2.4286516225320295e-07,0.24669481616428124
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,Fear and Greed Index,0.0004383524854422935,0.1690857942059836
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,const,0.002013998780341218,0.9067100356965152
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,Kurtosis,-0.003922317454778314,0.0887380542062114
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,Median,-2.3816083008091727e-07,0.25502951862484996
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,Fear and Greed Index,0.0004361238531777603,0.17115943697257932
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,const,-0.00599097822116727,0.7630264925734656
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,Kurtosis,-0.0032296620973613793,0.15264282488373362
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,Median,-2.258305066642539e-07,0.27273062374437357
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,Fear and Greed Index,0.0005249870221683282,0.14179226858798416
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,const,-0.006278346050360263,0.7518875241579684
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,Kurtosis,-0.0031700031699026217,0.15869840157980414
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,Median,-2.2186460574362296e-07,0.280293914506915
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,Fear and Greed Index,0.0005231416817401722,0.1432279954348052
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,const,-0.04166926235590001,0.11174798636048659
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,Kurtosis,-0.004424700640127351,0.04832883063550279
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,Median,-3.205084231927887e-07,0.1381375720988674
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,Fear and Greed Index,0.0011630432293179794,0.012584985132817162
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,const,-0.042144658287458434,0.10784949931808269
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,Kurtosis,-0.004385654800701007,0.04954122549343282
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,Median,-3.159068809853111e-07,0.1430964904856432
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,Fear and Greed Index,0.0011638091365003807,0.012586600895879194
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,const,0.00392092774047248,0.8496049834523364
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,Kurtosis,0.000554356593878438,0.8802553579733614
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,Median,-1.378407630887752e-07,0.6046953365435855
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,Fear and Greed Index,9.568394252282495e-05,0.8265556468494213
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,const,0.00400902556886522,0.8455624204289239
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,Kurtosis,0.0005257629832625681,0.8853208142451213
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,Median,-1.387199044306677e-07,0.6015611688285806
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,Fear and Greed Index,9.601459365150834e-05,0.8259724939049833
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,const,0.003961473123011788,0.8237049151724856
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,Kurtosis,0.0003013072324339586,0.9311902172197765
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,Median,-1.1555687155676692e-07,0.6266836881325808
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,Fear and Greed Index,8.245525158638722e-05,0.8149403913254671
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,const,0.00404358053969556,0.8190932850312346
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,Kurtosis,0.00026940802172513,0.9378874964208719
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,Median,-1.1613396825159805e-07,0.6242276203287129
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,Fear and Greed Index,8.261276839055783e-05,0.8145820804573309
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,const,0.0012463828201642047,0.9387274389783657
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,Kurtosis,0.00023174784135711286,0.9456223268915716
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,Median,-8.236679575106093e-08,0.6995106938454607
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,Fear and Greed Index,0.00013080769690980177,0.6757250529558532
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,const,0.001303050568987994,0.9355608725752702
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,Kurtosis,0.00020991410948866424,0.9503417627926919
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,Median,-8.278641020514328e-08,0.6973431302178077
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,Fear and Greed Index,0.00013094820151766273,0.6753621394086344
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000,1pt,const,0.0034973409080024664,0.8217450897445076
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000,1pt,Kurtosis,-0.0031745930409000952,0.1835106776416031
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000,1pt,Median,-2.9131317580001125e-07,0.18670686456406366
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000,1pt,Fear and Greed Index,0.000426461888809031,0.16017390120815903
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000,2pt,const,0.003264855742688015,0.8330559368524559
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000,2pt,Kurtosis,-0.0031312032957244006,0.18746154607775992
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000,2pt,Median,-2.875238861920897e-07,0.19158362564836653
