model_name,variables,filter_rule,method,variable,coefficient,p_value
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,1pt,const,-0.01546391623517891,0.36205011691337996
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,1pt,Skewness,-0.0005830197301401234,0.964566564553462
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,1pt,Median,-2.018565411219784e-07,0.3843269617591216
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,1pt,Fear and Greed Index,0.0006412606713679178,0.06910270958458713
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,2pt,const,-0.015477877547908222,0.3617820978538382
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,2pt,Skewness,-0.0006151565685440693,0.9627139407557944
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,2pt,Median,-2.018649102156685e-07,0.3843044482274459
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.066016 AND T-4 Return <= 0.108559,2pt,Fear and Greed Index,0.0006415580471960673,0.06905204327075937
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,1pt,const,-0.01109262298121354,0.5064612988513136
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,1pt,Skewness,-0.004215883637260588,0.7100933839988772
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,1pt,Median,-2.212286858442415e-07,0.3064689073161694
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,1pt,Fear and Greed Index,0.0005410151390188266,0.11336336984022075
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,2pt,const,-0.011123415563946774,0.5054026088234004
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,2pt,Skewness,-0.004278218069043543,0.7065940458991162
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,2pt,Median,-2.2132253580253498e-07,0.30626869198400364
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.093502,2pt,Fear and Greed Index,0.0005417784360323993,0.11301106963296707
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,1pt,const,-0.024351909636385862,0.17769568259441798
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,1pt,Skewness,-0.012690348148628294,0.28481555556592425
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,1pt,Median,-2.5469929388977455e-07,0.26208847042198835
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,1pt,Fear and Greed Index,0.0008559559741614468,0.021398517386168398
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,2pt,const,-0.024421309217627,0.1765984637542084
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,2pt,Skewness,-0.012815333278424457,0.2812487061570957
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,2pt,Median,-2.548475135189955e-07,0.26179536487028515
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return >= -0.036365,2pt,Fear and Greed Index,0.0008575768923610093,0.021209680735720982
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,1pt,const,-0.005522918194780336,0.7397417854393851
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,1pt,Skewness,-0.0033591965605816276,0.7759959284124115
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,1pt,Median,-2.3117987245228798e-07,0.3257417688345433
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,1pt,Fear and Greed Index,0.0004755034690118009,0.16801862937746703
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,2pt,const,-0.00552858961808106,0.7395217311669608
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,2pt,Skewness,-0.0033720916160188833,0.7754896531604312
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,2pt,Median,-2.31187878556008e-07,0.3257226135437068
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.067365,2pt,Fear and Greed Index,0.000475635562947944,0.1679784050448221
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,1pt,const,-0.012343240090297032,0.4397620953103265
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,1pt,Skewness,-0.0036691446990463556,0.7471550246362543
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,1pt,Median,-2.0202428084979927e-07,0.36278711839021993
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,1pt,Fear and Greed Index,0.0005690610487562621,0.08703126837208139
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,2pt,const,-0.012356483720623233,0.43938089362064825
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,2pt,Skewness,-0.0036959545109229706,0.7457957810689084
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,2pt,Median,-2.0205132644596632e-07,0.3627215765004589
model_1,Skewness + Median + Fear and Greed Index,T-3 Return <= 0.106004 AND T-4 Return <= 0.108559,2pt,Fear and Greed Index,0.0005693746023833856,0.08695060541147986
model_2,Kurtosis + Median + Fear and Greed Index,No filter,1pt,const,0.004347796040071555,0.7681868716117697
model_2,Kurtosis + Median + Fear and Greed Index,No filter,1pt,Kurtosis,-0.0030129271368491625,0.1877611116801607
model_2,Kurtosis + Median + Fear and Greed Index,No filter,1pt,Median,-2.6905134058996976e-07,0.19791950163709057
model_2,Kurtosis + Median + Fear and Greed Index,No filter,1pt,Fear and Greed Index,0.0003944680234795611,0.1590979793995694
model_2,Kurtosis + Median + Fear and Greed Index,No filter,2pt,const,0.004123410695917038,0.7793523648775036
model_2,Kurtosis + Median + Fear and Greed Index,No filter,2pt,Kurtosis,-0.0029713356559878837,0.19194628732122085
model_2,Kurtosis + Median + Fear and Greed Index,No filter,2pt,Median,-2.65568361317454e-07,0.20290765286414586
model_2,Kurtosis + Median + Fear and Greed Index,No filter,2pt,Fear and Greed Index,0.0003927254346560867,0.1607353736299127
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,1pt,const,0.00047208988945175376,0.9764731014570702
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,1pt,Kurtosis,-0.003696644297522942,0.19092208114631784
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,1pt,Median,-2.1547476393387154e-07,0.3156816936088319
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,1pt,Fear and Greed Index,0.0004152924158407445,0.17484213350447064
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,2pt,const,0.00025700623383054276,0.9871699368649588
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,2pt,Kurtosis,-0.0036859227711599713,0.19188154691602952
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,2pt,Median,-2.123451069857733e-07,0.32172545943773395
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.523269,2pt,Fear and Greed Index,0.0004146734213981464,0.1753751884126881
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,1pt,const,0.004265394713853941,0.8029776018515244
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,1pt,Kurtosis,-0.0035967813513715025,0.19251520995395066
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,1pt,Median,-1.4173244971502459e-07,0.5246789555904346
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,1pt,Fear and Greed Index,0.00028342583246182134,0.3742295121457595
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,2pt,const,0.00404705167448093,0.8126708152509641
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,2pt,Kurtosis,-0.00357133773533558,0.19536056261932924
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,2pt,Median,-1.3850682843168425e-07,0.5333634224980504
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.268431,2pt,Fear and Greed Index,0.0002824081645397122,0.37588726593868993
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,1pt,const,-0.008420207732784686,0.6783955531857496
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,1pt,Kurtosis,-0.004049350184582787,0.1538426330658162
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,1pt,Median,-6.858580927770406e-08,0.7734988122838441
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,1pt,Fear and Greed Index,0.0004556466949722829,0.20816499277322528
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,2pt,const,-0.008665246715551215,0.6694479666994324
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,2pt,Kurtosis,-0.003997534135350557,0.1589059718272769
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,2pt,Median,-6.469551038594557e-08,0.7856650744373577
model_2,Kurtosis + Median + Fear and Greed Index,Skewness >= -0.120100,2pt,Fear and Greed Index,0.00045353828836650463,0.21027218263019173
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,1pt,const,0.007472031158046765,0.6485560057120047
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,1pt,Kurtosis,-5.3855129555582874e-05,0.9875438904345717
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,1pt,Median,-1.8411297882338916e-07,0.4286841152767964
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,1pt,Fear and Greed Index,8.961744858945689e-05,0.7846164447853686
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,2pt,const,0.00753125346662218,0.6439476072702632
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,2pt,Kurtosis,-8.361516211689467e-05,0.9804990487549354
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,2pt,Median,-1.8425773316547857e-07,0.42759800755442223
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.256361,2pt,Fear and Greed Index,8.955782498416804e-05,0.7847657888500854
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,1pt,const,0.0014713747296193702,0.931855173378178
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,1pt,Kurtosis,-0.0007451353328501206,0.8421505942337363
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,1pt,Median,-7.648926986729322e-08,0.7449980467309216
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,1pt,Fear and Greed Index,0.00011789735345193607,0.7182071808687338
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,2pt,const,0.00139082326744311,0.9351525704873609
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,2pt,Kurtosis,-0.000724038886813899,0.8452841509244172
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,2pt,Median,-7.566613643916612e-08,0.7472360861854326
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.347599,2pt,Fear and Greed Index,0.00011765806274567898,0.7187643675109588
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,1pt,const,0.0003289003271596404,0.9840695449795738
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,1pt,Kurtosis,-0.0008016000942516986,0.8235229096308501
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,1pt,Median,-7.605402331924932e-08,0.7236701918807764
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,1pt,Fear and Greed Index,0.0001410230890835572,0.6337228310463254
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,2pt,const,0.0002544946198501177,0.9875913576645846
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,2pt,Kurtosis,-0.0007849241995129953,0.8256793280631697
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,2pt,Median,-7.521520171347201e-08,0.7261050467312242
model_2,Kurtosis + Median + Fear and Greed Index,Skewness <= 0.532648,2pt,Fear and Greed Index,0.0001407830740692897,0.6342987943615281
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,1pt,const,0.012506635075891693,0.4386132585741933
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,1pt,Kurtosis,-0.004042556023019559,0.10114444965039233
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,1pt,Median,-3.977270340804053e-07,0.07364109489765679
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,1pt,Fear and Greed Index,0.0004305756070218078,0.1468646452831318
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,2pt,const,0.01220979695239675,0.44844663864237544
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,2pt,Kurtosis,-0.003996238293541686,0.10439143431710611
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,2pt,Median,-3.9325657577907304e-07,0.07630894377245365
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813,2pt,Fear and Greed Index,0.0004286303291545692,0.14856718910016323
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,1pt,const,0.013578514352767496,0.4304352612001625
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,1pt,Kurtosis,-0.0043097674125221405,0.09569053852744018
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,1pt,Median,-3.350327979181147e-07,0.17686022732818568
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,1pt,Fear and Greed Index,0.0004074919687197024,0.2023415818750698
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,2pt,const,0.013251588873362807,0.4404720980050446
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,2pt,Kurtosis,-0.004259727445314201,0.09880489775382086
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,2pt,Median,-3.299399265376012e-07,0.18264023146209787
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304,2pt,Fear and Greed Index,0.00040517112756286014,0.20474935656622562
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,1pt,const,0.005539158783742314,0.7691579695587704
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,1pt,Kurtosis,-0.003819951895284285,0.15215256812787162
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,1pt,Median,-4.2199111812897497e-07,0.12687014786296705
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,1pt,Fear and Greed Index,0.00053470117353713,0.11973383103759994
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,2pt,const,0.0052294905810909165,0.7811960286556773
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,2pt,Kurtosis,-0.00377346897842024,0.15619673520679164
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,2pt,Median,-4.1724409167141995e-07,0.13049875006324502
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.270652,2pt,Fear and Greed Index,0.0005326599962347569,0.12102763446665396
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,1pt,const,-0.023989484284134378,0.17273608786976918
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,1pt,Kurtosis,0.0008005659211932121,0.9077966372155373
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,1pt,Median,-3.1854507269372265e-07,0.15306224892183098
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,1pt,Fear and Greed Index,0.0008603130196426164,0.007026533549164438
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,2pt,const,-0.02368105648549984,0.17272030954090453
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,2pt,Kurtosis,0.0005424472395413549,0.9357628198886875
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,2pt,Median,-3.1866195134660144e-07,0.1533078370536163
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 1.921191,2pt,Fear and Greed Index,0.0008611048743088277,0.0069646967351256785
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,1pt,const,-0.011419784194098458,0.5383943877672118
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,1pt,Kurtosis,0.00013508843058628733,0.9850147571307365
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,1pt,Median,-1.1605903421026771e-07,0.6116648166340627
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,1pt,Fear and Greed Index,0.0004074914776652063,0.20064622902413345
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,2pt,const,-0.01135277414749752,0.5345897863069473
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,2pt,Kurtosis,8.546735040001032e-05,0.990293228214246
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,2pt,Median,-1.1614704270431799e-07,0.6113906725015935
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 2.295363,2pt,Fear and Greed Index,0.00040764944978826273,0.2003566686291876
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,1pt,const,-0.0054502585492722175,0.7594755540281923
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,1pt,Kurtosis,0.0036184622611712537,0.5721465277686668
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,1pt,Median,-1.4026542114026605e-07,0.5151244068911682
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,1pt,Fear and Greed Index,0.00023294316192385488,0.44291089330397326
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,2pt,const,-0.005121283685568483,0.7702819172348165
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,2pt,Kurtosis,0.0035297414769376615,0.5749312607872608
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,2pt,Median,-1.4363543224943472e-07,0.5040024269077035
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis <= 3.240887,2pt,Fear and Greed Index,0.0002338593255187029,0.4409024185491085
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,1pt,const,0.0035924671087763766,0.8147454042185874
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,1pt,Kurtosis,-0.003447700224305375,0.13820312345856942
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,1pt,Median,-3.327770450446511e-07,0.1325979159313578
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,1pt,Fear and Greed Index,0.0004995268888504242,0.0728739759417612
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,2pt,const,0.003452147888109102,0.821609130865063
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,2pt,Kurtosis,-0.0034328695053339187,0.1390718197081916
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,2pt,Median,-3.3083966052486915e-07,0.13445640968033534
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118,2pt,Fear and Greed Index,0.0004989644897408197,0.07314865865460593
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,1pt,const,-0.01603667397126856,0.36315126462813774
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,1pt,Kurtosis,-0.00450325214496431,0.05521600331293241
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,1pt,Median,-2.842119350541657e-07,0.22266115403757794
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,1pt,Fear and Greed Index,0.0007988134299388174,0.007437206746117977
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,2pt,const,-0.01615558181162184,0.359292331946348
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,2pt,Kurtosis,-0.004494542480215141,0.05530123569494616
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,2pt,Median,-2.8255791675813617e-07,0.2250482371805855
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 21165.788180,2pt,Fear and Greed Index,0.000798371074624625,0.0074611555522858496
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,1pt,const,4.9737054968624794e-05,0.9980092411881176
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,1pt,Kurtosis,-0.005964530164893358,0.027082632318873933
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,1pt,Median,-3.6514917690051766e-07,0.15827851231104412
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,1pt,Fear and Greed Index,0.0006706923808246165,0.033932998449077635
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,2pt,const,-6.926390464082707e-05,0.9972262874627968
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,2pt,Kurtosis,-0.005951898721010307,0.027265235234605684
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,2pt,Median,-3.6339018813960497e-07,0.1600457849678162
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 26613.907988,2pt,Fear and Greed Index,0.0006699944044923546,0.03409278817179591
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,1pt,const,-0.0061066284894433324,0.7757559405088901
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,1pt,Kurtosis,-0.0037278933863266095,0.14986927500217162
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,1pt,Median,-1.4031168060552725e-07,0.7924415634967303
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,1pt,Fear and Greed Index,0.0006316271266577344,0.0779475636106788
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,2pt,const,-0.0065272582400696215,0.7603285778872229
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,2pt,Kurtosis,-0.003675104390428672,0.15381835042008327
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,2pt,Median,-1.2974203135073163e-07,0.807616971935577
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 58086.787674,2pt,Fear and Greed Index,0.0006286396529384327,0.07915872891913577
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,1pt,const,0.005144408391070277,0.7834691415224102
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,1pt,Kurtosis,-0.003228625606428952,0.19566935360819468
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,1pt,Median,-5.096852378413161e-07,0.21756368019331845
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,1pt,Fear and Greed Index,0.0005480928687340658,0.10002612577116103
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,2pt,const,0.004793611657966695,0.7974376951850797
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,2pt,Kurtosis,-0.0031680844684323813,0.20201608891958744
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,2pt,Median,-5.017405801625922e-07,0.22410117359512854
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 66374.485907,2pt,Fear and Greed Index,0.0005451179987577467,0.1016307957020923
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,1pt,const,0.0032020775930832112,0.8489162614147399
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,1pt,Kurtosis,-0.003008514925837085,0.20982771000676587
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,1pt,Median,-2.5450308719798303e-07,0.3877987875883623
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,1pt,Fear and Greed Index,0.000408574811054752,0.1706198928436305
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,2pt,const,0.0029356266910110073,0.8610294471213091
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,2pt,Kurtosis,-0.002967931411607849,0.21398311450673765
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,2pt,Median,-2.4962325773739405e-07,0.3962080979511853
model_2,Kurtosis + Median + Fear and Greed Index,Mean <= 96175.901226,2pt,Fear and Greed Index,0.00040681991566017946,0.17224314511338
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,1pt,const,0.004321492643265028,0.7747961941334152
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,1pt,Kurtosis,-0.0034961348360686923,0.1269514419096705
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,1pt,Median,-3.8978083685680157e-07,0.07796826765246127
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,1pt,Fear and Greed Index,0.0005541821362506593,0.045557996968999474
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,2pt,const,0.004180837806938306,0.7816333022961162
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,2pt,Kurtosis,-0.0034791258170840888,0.12818192691146119
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,2pt,Median,-3.8765258135200614e-07,0.07923284062171715
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517,2pt,Fear and Greed Index,0.0005533322994216125,0.04583527006553329
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,1pt,const,0.00588999662124345,0.727062153763916
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,1pt,Kurtosis,-0.004087624998750121,0.08636834561918441
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,1pt,Median,-4.357585359073573e-07,0.07131285905443635
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,1pt,Fear and Greed Index,0.0006103232887253519,0.03668877782183176
