model_id,variables,num_variables,n_obs,rsquared,adj_rsquared,aic,bic,core_factors,core_factor_min_pvalue,pass_pvalue_screen
model_0296,Kurtosis + VIX + T-4 Return,3,246,0.021621153994372033,0.009492490614136928,-498.0674641130836,-484.04613796935416,Kurtosis,0.02388232265636745,False
model_0672,Skewness + Kurtosis + Mean + Median + VIX + T-4 Return,6,246,0.02471553397896742,0.00023140512488295517,-492.8467366807565,-468.30941592923,Skewness + Kurtosis,0.024444184311350085,False
model_0729,Skewness + Kurtosis + Std + VIX + T-3 Return + T-4 Return,6,246,0.02254694141741609,-0.0019916290909332,-492.3003509195046,-467.76303016797806,Skewness + Kurtosis,0.024576643332143315,False
model_0601,Skewness + Kurtosis + Std + VIX + T-4 Return,5,246,0.022411123123976195,0.0020446881890591184,-494.2661712943682,-473.234182078774,Skewness + Kurtosis,0.024748663105272257,False
model_0345,Kurtosis + Std + VIX + T-4 Return,4,246,0.021813929165358736,0.005578475707522457,-496.1159395731188,-478.589281893457,Kurtosis,0.025089651630982864,False
model_0473,Kurtosis + Std + VIX + T-3 Return + T-4 Return,5,246,0.021879957006156414,0.0015024561104514111,-494.132545204239,-473.1005559886448,Kurtosis,0.02518328382506737,False
model_0551,Skewness + Kurtosis + VIX + T-3 Return,4,246,0.021488540100912168,0.005247685994703266,-496.0341224201509,-478.50746474048907,Skewness + Kurtosis,0.025599042236326943,False
model_0295,Kurtosis + VIX + T-3 Return,3,246,0.021044075476186586,0.008908258230023502,-497.92240837532813,-483.9010822315987,Kurtosis,0.02565632655096097,False
model_0767,Skewness + Kurtosis + VIX + T-2 Return + T-3 Return + T-4 Return,6,246,0.022441434159019225,-0.002099785067114057,-492.2737988670599,-467.7364781155334,Skewness + Kurtosis,0.026051670230773975,False
model_0671,Skewness + Kurtosis + Mean + Median + VIX + T-3 Return,6,246,0.02418585120336425,-0.0003115751262583455,-492.7131688897591,-468.1758481382326,Skewness + Kurtosis,0.026111717125273676,False
model_0637,Skewness + Kurtosis + VIX + T-2 Return + T-4 Return,5,246,0.02227802515680888,0.001908817347575753,-494.23268086501275,-473.20069164941856,Skewness + Kurtosis,0.026336090111798008,False
model_0277,Kurtosis + Std + VIX,3,246,0.02120829641199007,0.00907451496255185,-497.9636786082449,-483.94235246451547,Kurtosis,0.0268529923345901,False
model_0600,Skewness + Kurtosis + Std + VIX + T-3 Return,5,246,0.021725494628762387,0.00134477576686165,-494.0937005397518,-473.0617113241576,Skewness + Kurtosis,0.026883029121320887,False
model_0511,Kurtosis + VIX + T-2 Return + T-3 Return + T-4 Return,5,246,0.02181087725582198,0.001431937198651645,-494.1151720621133,-473.0831828465191,Kurtosis,0.02690795242728099,False
model_0381,Kurtosis + VIX + T-2 Return + T-4 Return,4,246,0.02172475770221305,0.005487824220092197,-496.09351522994166,-478.56685755027985,Kurtosis,0.026914809688017852,False
model_0344,Kurtosis + Std + VIX + T-3 Return,4,246,0.02127559373867005,0.005031205253004933,-495.9805930461762,-478.4539353665144,Kurtosis,0.02693716426410339,False
model_0533,Skewness + Kurtosis + Std + VIX,4,246,0.02160326084426767,0.005364310816786677,-496.0629651659797,-478.53630748631787,Skewness + Kurtosis,0.027032857999177613,False
model_0728,Skewness + Kurtosis + Std + VIX + T-2 Return + T-4 Return,6,246,0.022491040088569503,-0.0020489338004203717,-492.28628238336955,-467.74896163184303,Skewness + Kurtosis,0.02786946983990104,False
model_0472,Kurtosis + Std + VIX + T-2 Return + T-4 Return,5,246,0.02193586398944869,0.001559527822562301,-494.14660637295856,-473.11461715736436,Kurtosis,0.02847506555674258,False
model_0636,Skewness + Kurtosis + VIX + T-2 Return + T-3 Return,5,246,0.02158740255768299,0.0012038067776347638,-494.05897792161545,-473.02698870602126,Skewness + Kurtosis,0.028640607360818308,False
model_0380,Kurtosis + VIX + T-2 Return + T-3 Return,4,246,0.02117863542605103,0.0049326376737863775,-495.95622401707965,-478.42956633741784,Kurtosis,0.02889056354878686,False
model_0550,Skewness + Kurtosis + VIX + T-2 Return,4,246,0.02143477693244422,0.0051930304914890035,-496.02060660898087,-478.49394892931906,Skewness + Kurtosis,0.028925549624885822,False
model_0294,Kurtosis + VIX + T-2 Return,3,246,0.021087219107503996,0.0089519366997457,-497.93325009650835,-483.9119239527789,Kurtosis,0.028932330467696478,False
model_0670,Skewness + Kurtosis + Mean + Median + VIX + T-2 Return,6,246,0.024176914849045383,-0.00032073582420033553,-492.71091607030667,-468.17359531878014,Skewness + Kurtosis,0.029436174420093348,False
model_0644,Skewness + Kurtosis + Mean + Std + Median + VIX,6,246,0.024066709728050806,-0.00043370760095196026,-492.68313549263326,-468.14581474110673,Skewness + Kurtosis,0.029667058986127818,False
model_0727,Skewness + Kurtosis + Std + VIX + T-2 Return + T-3 Return,6,246,0.021843221171585325,-0.002713015953814235,-492.12330620983425,-467.58598545830773,Skewness + Kurtosis,0.030277086150859524,False
model_0343,Kurtosis + Std + VIX + T-2 Return,4,246,0.02137294880421825,0.005130176170263456,-496.00506422231933,-478.4784065426575,Kurtosis,0.030394173140386064,False
model_0599,Skewness + Kurtosis + Std + VIX + T-2 Return,5,246,0.021733351381361232,0.0013527962018062833,-494.0956762315336,-473.0636870159394,Skewness + Kurtosis,0.030398425961197538,False
model_0571,Skewness + Kurtosis + Mean + Median + T-4 Return,5,246,0.02202479232975607,0.001650308836626091,-494.1689744012922,-473.136985185698,Skewness + Kurtosis,0.030508239456836474,False
model_0471,Kurtosis + Std + VIX + T-2 Return + T-3 Return,5,246,0.021432030469537122,0.001045197770985884,-494.0199161808812,-472.987926965287,Kurtosis,0.030537480473361706,False
model_0678,Skewness + Kurtosis + Mean + Median + T-3 Return + T-4 Return,6,246,0.022098759485337127,-0.002451062452269337,-492.1875808120383,-467.65026006051176,Skewness + Kurtosis,0.030553456246029405,False
model_0749,Skewness + Kurtosis + Median + VIX + T-3 Return + T-4 Return,6,246,0.022583187130167826,-0.0019544734439702616,-492.3094732099121,-467.77215245838556,Skewness + Kurtosis,0.030720575728661097,False
model_0694,Skewness + Kurtosis + Mean + VIX + T-3 Return + T-4 Return,6,246,0.022588709964961207,-0.0019488119606045906,-492.31086322201304,-467.7735424704865,Skewness + Kurtosis,0.030733120106434586,False
model_0416,Kurtosis + Mean + Median + VIX + T-4 Return,5,246,0.022104637229564683,0.0017318171718473385,-494.18905941679463,-473.15707020120044,Kurtosis,0.031014611106403647,False
model_0616,Skewness + Kurtosis + Median + VIX + T-4 Return,5,246,0.022436238346069448,0.0020703266449459967,-494.27249135809484,-473.24050214250065,Skewness + Kurtosis,0.031015961408309367,False
model_0580,Skewness + Kurtosis + Mean + VIX + T-4 Return,5,246,0.02244211164507426,0.002076322304346734,-494.2739693546739,-473.2419801390797,Skewness + Kurtosis,0.0310271374815124,False
model_0766,Skewness + Kurtosis + VIX + T-1 Return + T-3 Return + T-4 Return,6,246,0.023726048851083426,-0.0007829206338265671,-492.59728131198426,-468.05996056045774,Skewness + Kurtosis,0.031163661579227536,False
model_0635,Skewness + Kurtosis + VIX + T-1 Return + T-4 Return,5,246,0.023617579890133467,0.003276279471178034,-494.5699509892363,-473.5379617736421,Skewness + Kurtosis,0.03128758497543469,False
model_0324,Kurtosis + Mean + VIX + T-4 Return,4,246,0.02188229851475476,0.005647979817904325,-496.13313410108117,-478.60647642141936,Kurtosis,0.031640847836935965,False
model_0360,Kurtosis + Median + VIX + T-4 Return,4,246,0.021879390819346978,0.005645023861991838,-496.1324028066715,-478.6057451270097,Kurtosis,0.03164880796548303,False
model_0438,Kurtosis + Mean + VIX + T-3 Return + T-4 Return,5,246,0.021956317709271422,0.001580407661547989,-494.15175089007516,-473.11976167448097,Kurtosis,0.03169078248467871,False
model_0493,Kurtosis + Median + VIX + T-3 Return + T-4 Return,5,246,0.02195369150783133,0.0015777267475778345,-494.15109034218904,-473.11910112659484,Kurtosis,0.0316966727394206,False
model_0379,Kurtosis + VIX + T-1 Return + T-4 Return,4,246,0.023377908259179847,0.007168412960577131,-496.5095730216967,-478.9829153420349,Kurtosis,0.03177033128995365,False
model_0510,Kurtosis + VIX + T-1 Return + T-3 Return + T-4 Return,5,246,0.023440834973108338,0.003095852368381502,-494.525424056083,-473.4934348404888,Kurtosis,0.03186231863391025,False
model_0558,Skewness + Kurtosis + T-3 Return + T-4 Return,4,246,0.01968311421200264,0.003412294530874105,-495.58065247173545,-478.05399479207364,Skewness + Kurtosis,0.03193847158519535,False
model_0522,Skewness + Kurtosis + T-4 Return,3,246,0.01960130231912882,0.007447599455316256,-497.56012351197387,-483.53879736824445,Skewness + Kurtosis,0.03195161328387624,False
model_0570,Skewness + Kurtosis + Mean + Median + T-3 Return,5,246,0.02157262802455151,0.0011887244417297937,-494.05526322321657,-473.0232740076224,Skewness + Kurtosis,0.03235298763089755,False
model_0311,Kurtosis + Mean + Median + VIX,4,246,0.021621775124102016,0.005383132387572598,-496.06762028772164,-478.54096260805983,Kurtosis,0.03267290469985309,False
model_0415,Kurtosis + Mean + Median + VIX + T-3 Return,5,246,0.021667210882928112,0.0012852777763224799,-494.0790447613342,-473.04705554574,Kurtosis,0.032861104842684806,False
model_0726,Skewness + Kurtosis + Std + VIX + T-1 Return + T-4 Return,6,246,0.023917520631537736,-0.0005866420304319053,-492.6455328068512,-468.10821205532466,Skewness + Kurtosis,0.0333827048585733,False
model_0634,Skewness + Kurtosis + VIX + T-1 Return + T-3 Return,5,246,0.02311962408763546,0.0027679495894612494,-494.4445227772028,-473.4125335616086,Skewness + Kurtosis,0.03348501480111717,False
model_0549,Skewness + Kurtosis + VIX + T-1 Return,4,246,0.023021565658855048,0.006806155960246918,-496.41983074380346,-478.89317306414165,Skewness + Kurtosis,0.03358125388096687,False
model_0537,Skewness + Kurtosis + Std + T-4 Return,4,246,0.019616639477606057,0.0033447164813837915,-495.5639719162059,-478.0373142365441,Skewness + Kurtosis,0.03358782075773287,False
model_0607,Skewness + Kurtosis + Std + T-3 Return + T-4 Return,5,246,0.019691051033049245,-0.0007320520704288125,-493.5826441398476,-472.5506549242534,Skewness + Kurtosis,0.03360314208307481,False
model_0378,Kurtosis + VIX + T-1 Return + T-3 Return,4,246,0.02296909053609386,0.006752809881091282,-496.40661803298076,-478.87996035331895,Kurtosis,0.03365054385917291,False
model_0615,Skewness + Kurtosis + Median + VIX + T-3 Return,5,246,0.02175009426958785,0.001369887900204314,-494.0998865209838,-473.0678973053896,Skewness + Kurtosis,0.03373077477769417,False
model_0579,Skewness + Kurtosis + Mean + VIX + T-3 Return,5,246,0.02175667390447411,0.0013766046108173446,-494.1015411039443,-473.06955188835013,Skewness + Kurtosis,0.03374152926943673,False
model_0470,Kurtosis + Std + VIX + T-1 Return + T-4 Return,5,246,0.02368361911647765,0.003343694514737705,-494.5865901654149,-473.5546009498207,Kurtosis,0.033888126553812924,False
model_0648,Skewness + Kurtosis + Mean + Std + Median + T-4 Return,6,246,0.02202480428079434,-0.002526874272825941,-492.168977407458,-467.63165665593147,Skewness + Kurtosis,0.033894357652832906,False
model_0270,Kurtosis + Mean + VIX,3,246,0.021262028529161703,0.009128913180349585,-497.977183487375,-483.95585734364556,Kurtosis,0.033983312372667406,False
model_0283,Kurtosis + Median + VIX,3,246,0.02125790220143997,0.009124735699804876,-497.97614636149524,-483.9548202177658,Kurtosis,0.03399436961587023,False
model_0323,Kurtosis + Mean + VIX + T-3 Return,4,246,0.02134009687119076,0.005096778976936722,-495.996806285988,-478.4701486063262,Kurtosis,0.034001114864267525,False
model_0359,Kurtosis + Median + VIX + T-3 Return,4,246,0.021336312485798037,0.0050929317801682306,-495.9958550290662,-478.4691973494044,Kurtosis,0.03400963066217423,False
model_0539,Skewness + Kurtosis + Median + VIX,4,246,0.021614029626156217,0.005375258333644384,-496.0656727945086,-478.5390151148468,Skewness + Kurtosis,0.034020499404807114,False
model_0526,Skewness + Kurtosis + Mean + VIX,4,246,0.02162095417202914,0.0053822978097392005,-496.0674138704894,-478.5407561908276,Skewness + Kurtosis,0.03402970982925756,False
model_0707,Skewness + Kurtosis + Std + Median + VIX + T-4 Return,6,246,0.02244837672550437,-0.002092668210256887,-492.275545951562,-467.73822520003546,Skewness + Kurtosis,0.03404261247737076,False
model_0657,Skewness + Kurtosis + Mean + Std + VIX + T-4 Return,6,246,0.022452444961661433,-0.002088497842648307,-492.2765697217171,-467.7392489701906,Skewness + Kurtosis,0.034104831150119815,False
model_0521,Skewness + Kurtosis + T-3 Return,3,246,0.019003080286037144,0.006841961446607758,-497.41006441793,-483.3887382742006,Skewness + Kurtosis,0.034233720857791965,False
model_0677,Skewness + Kurtosis + Mean + Median + T-2 Return + T-4 Return,6,246,0.02242365455097317,-0.002118011025153077,-492.26932471690884,-467.7320039653823,Skewness + Kurtosis,0.03454727498541788,False
model_0748,Skewness + Kurtosis + Median + VIX + T-2 Return + T-4 Return,6,246,0.022510146719021962,-0.002029347505605017,-492.2910908068425,-467.75377005531595,Skewness + Kurtosis,0.034686281836429037,False
model_0693,Skewness + Kurtosis + Mean + VIX + T-2 Return + T-4 Return,6,246,0.022516135880897736,-0.0020232079882009923,-492.29259807398216,-467.75527732245564,Skewness + Kurtosis,0.03469959090298627,False
model_0765,Skewness + Kurtosis + VIX + T-1 Return + T-2 Return + T-4 Return,6,246,0.023695894308240928,-0.0008138321944810567,-492.5896831342684,-468.0523623827419,Skewness + Kurtosis,0.0349296995346642,False
model_0451,Kurtosis + Std + Median + VIX + T-4 Return,5,246,0.021882173174702868,0.0015047184491758792,-494.13310257762487,-473.1011133620307,Kurtosis,0.03508842690041972,False
model_0557,Skewness + Kurtosis + T-2 Return + T-4 Return,4,246,0.02000996365857155,0.0037445688645230124,-495.6626855081886,-478.1360278285268,Skewness + Kurtosis,0.0350963022369112,False
model_0401,Kurtosis + Mean + Std + VIX + T-4 Return,5,246,0.02188465242761073,0.0015072493531860243,-494.1337261190547,-473.1017369034605,Kurtosis,0.03510568108979,False
model_0642,Skewness + Kurtosis + T-2 Return + T-3 Return + T-4 Return,5,246,0.0200826843053723,-0.00033225977159911935,-493.68094073755174,-472.64895152195754,Skewness + Kurtosis,0.03511164412369991,False
model_0669,Skewness + Kurtosis + Mean + Median + VIX + T-1 Return,6,246,0.02563790597201132,0.0011769329001790618,-493.0795004358565,-468.54217968433,Skewness + Kurtosis,0.03527210993743215,False
model_0266,Kurtosis + T-4 Return,2,246,0.018129495154470487,0.01004825643146201,-499.1910970502254,-488.6751024424283,Kurtosis,0.03535966043435672,False
model_0598,Skewness + Kurtosis + Std + VIX + T-1 Return,5,246,0.02340935270495592,0.003063714219642577,-494.5174936475528,-473.4855044319586,Skewness + Kurtosis,0.035478330146252346,False
model_0342,Kurtosis + Std + VIX + T-1 Return,4,246,0.023286626529222865,0.00707561618116026,-496.48658126632677,-478.95992358666496,Kurtosis,0.035483955630335844,False
model_0509,Kurtosis + VIX + T-1 Return + T-2 Return + T-4 Return,5,246,0.02348213371773389,0.0031380115035201106,-494.53582763056215,-473.50383841496796,Kurtosis,0.03549517416958563,False
model_0437,Kurtosis + Mean + VIX + T-2 Return + T-4 Return,5,246,0.02199636006442962,0.00162128423243868,-494.1618226498513,-473.1298334342571,Kurtosis,0.03561795623694748,False
model_0492,Kurtosis + Median + VIX + T-2 Return + T-4 Return,5,246,0.02199325510479,0.0016181145861399182,-494.16104165187994,-473.12905243628575,Kurtosis,0.03562155419654724,False
model_0725,Skewness + Kurtosis + Std + VIX + T-1 Return + T-3 Return,6,246,0.023468409156355285,-0.0010470282706818157,-492.53237022492726,-467.99504947340074,Skewness + Kurtosis,0.035649695546696586,False
model_0302,Kurtosis + T-3 Return + T-4 Return,3,246,0.01813648941348467,0.005964627711998904,-497.1928494135334,-483.17152326980397,Kurtosis,0.03575282080464961,False
model_0559,Skewness + Kurtosis + Mean + Std + Median,5,246,0.021504685183630134,0.0011193661249558895,-494.0381813640445,-473.0061921484503,Skewness + Kurtosis,0.035756627407997635,False
model_0647,Skewness + Kurtosis + Mean + Std + Median + T-3 Return,6,246,0.02157265508244799,-0.002990374497072068,-492.05527002621784,-467.5179492746913,Skewness + Kurtosis,0.03579601863932177,False
model_0469,Kurtosis + Std + VIX + T-1 Return + T-3 Return,5,246,0.02332167537322638,0.0029742102768353096,-494.49540900490524,-473.46341978931105,Kurtosis,0.03582207677650496,False
model_0515,Skewness + Kurtosis + Std,3,246,0.018966780621504364,0.0068052117862337225,-497.40096188958637,-483.37963574585694,Skewness + Kurtosis,0.036027761627987424,False
model_0536,Skewness + Kurtosis + Std + T-3 Return,4,246,0.019033567210092417,0.002751966665861638,-495.4177095997918,-477.89105192013,Skewness + Kurtosis,0.03607115754565583,False
model_0388,Kurtosis + Mean + Std + Median + VIX,5,246,0.021621870221737227,0.0012389925180235073,-494.0676441987398,-473.0356549831456,Kurtosis,0.03631493478086646,False
model_0569,Skewness + Kurtosis + Mean + Median + T-2 Return,5,246,0.021967933299201325,0.001592265242934765,-494.1546724897362,-473.122683274142,Skewness + Kurtosis,0.036364988895087186,False
model_0676,Skewness + Kurtosis + Mean + Median + T-2 Return + T-3 Return,6,246,0.022025097843610508,-0.0025265733402317636,-492.16905125029575,-467.63173049876923,Skewness + Kurtosis,0.03650524220676159,False
model_0414,Kurtosis + Mean + Median + VIX + T-2 Return,5,246,0.021801669007988633,0.0014225371123217645,-494.1128563357852,-473.080867120191,Kurtosis,0.036620206632164545,False
model_0706,Skewness + Kurtosis + Std + Median + VIX + T-3 Return,6,246,0.021766320861036026,-0.002791846816092791,-492.1039670474213,-467.56664629589477,Skewness + Kurtosis,0.03680685287593154,False
model_0656,Skewness + Kurtosis + Mean + Std + VIX + T-3 Return,6,246,0.02177072657126622,-0.002787330502258545,-492.1050749699764,-467.56775421844986,Skewness + Kurtosis,0.03687475954000909,False
model_0281,Kurtosis + Std + T-4 Return,3,246,0.01813229602912969,0.005960382343540349,-497.1917987885356,-483.1704726448062,Kurtosis,0.03692669961790129,False
model_0265,Kurtosis + T-3 Return,2,246,0.01778581206688845,0.00970174467649254,-499.10500499857517,-488.58901039077807,Kurtosis,0.03701220406061561,False
model_0588,Skewness + Kurtosis + Std + Median + VIX,5,246,0.021639710949125757,0.0012572049272325803,-494.0721300501907,-473.0401408345965,Skewness + Kurtosis,0.03705029636706396,False
model_0561,Skewness + Kurtosis + Mean + Std + VIX,5,246,0.021643875616589425,0.0012614563586017535,-494.07317722104176,-473.04118800544757,Skewness + Kurtosis,0.037120053862539415,False
model_0759,Skewness + Kurtosis + Fear and Greed Index + VIX + T-3 Return + T-4 Return,6,246,0.024185610723068907,-0.0003118216437159038,-492.71310826536114,-468.1757875138346,Skewness + Kurtosis,0.037246143620797874,False
model_0764,Skewness + Kurtosis + VIX + T-1 Return + T-2 Return + T-3 Return,6,246,0.02322866659224232,-0.001292789476571743,-492.4719836148058,-467.9346628632793,Skewness + Kurtosis,0.03731852522053236,False
model_0633,Skewness + Kurtosis + VIX + T-1 Return + T-2 Return,5,246,0.023140129507604912,0.0027888822056800766,-494.4496865478957,-473.4176973323015,Skewness + Kurtosis,0.03737017533026856,False
model_0626,Skewness + Kurtosis + Fear and Greed Index + VIX + T-4 Return,5,246,0.023613150317507547,0.003271757615789017,-494.5688349589068,-473.5368457433126,Skewness + Kurtosis,0.03737760090796397,False
model_0606,Skewness + Kurtosis + Std + T-2 Return + T-4 Return,5,246,0.02004665967753383,-0.0003690349125173853,-493.6718972239687,-472.6399080083745,Skewness + Kurtosis,0.03737796536482393,False
model_0377,Kurtosis + VIX + T-1 Return + T-2 Return,4,246,0.023039100445095606,0.006823981780283983,-496.4242459857105,-478.8975883060487,Kurtosis,0.037406547120014365,False
model_0351,Kurtosis + Std + T-3 Return + T-4 Return,4,246,0.018138277660734503,0.0018418175389209868,-495.1932974485396,-477.6666397688778,Kurtosis,0.03742372724627302,False
model_0332,Kurtosis + Std + Median + VIX,4,246,0.02126946218450987,0.005024971930310929,-495.9790518997729,-478.4523942201111,Kurtosis,0.037446573827992574,False
model_0450,Kurtosis + Std + Median + VIX + T-3 Return,5,246,0.021342624379883768,0.000953929054464786,-493.9974416118448,-472.9654523962506,Kurtosis,0.03744993856290189,False
model_0520,Skewness + Kurtosis + T-2 Return,3,246,0.019398830981556814,0.007242618142485169,-497.5093249881536,-483.48799884442417,Skewness + Kurtosis,0.03745640915341044,False
model_0733,Skewness + Kurtosis + Std + T-2 Return + T-3 Return + T-4 Return,6,246,0.02010781166607012,-0.004491992225158281,-491.6872488309857,-467.1499280794592,Skewness + Kurtosis,0.03746867433335064,False
model_0305,Kurtosis + Mean + Std + VIX,4,246,0.021272464728164464,0.005028024308714962,-495.9798065782502,-478.4531488985884,Kurtosis,0.037469970753072374,False
model_0400,Kurtosis + Mean + Std + VIX + T-3 Return,5,246,0.021345625703503956,0.0009569929056603144,-493.9981960400655,-472.9662068244713,Kurtosis,0.03747303884855328,False
model_0556,Skewness + Kurtosis + T-2 Return + T-3 Return,4,246,0.019468836921679,0.003194460771001495,-495.526887761451,-478.0002300817892,Skewness + Kurtosis,0.03747432585313208,False
model_0508,Kurtosis + VIX + T-1 Return + T-2 Return + T-3 Return,5,246,0.023099073543846438,0.0027469709093432826,-494.43934775196726,-473.40735853637307,Kurtosis,0.03752321886594254,False
model_0370,Kurtosis + Fear and Greed Index + VIX + T-4 Return,4,246,0.02348617343600501,0.00727847506979773,-496.53684530037094,-479.01018762070913,Kurtosis,0.03765943524303438,False
model_0503,Kurtosis + Fear and Greed Index + VIX + T-3 Return + T-4 Return,5,246,0.02402943777318378,0.0036967177267918094,-494.673740664208,-473.64175144861383,Kurtosis,0.03768921615774342,False
model_0747,Skewness + Kurtosis + Median + VIX + T-2 Return + T-3 Return,6,246,0.021859554810253812,-0.002696272265639399,-492.12741404688813,-467.5900932953616,Skewness + Kurtosis,0.037720105989493234,False
model_0692,Skewness + Kurtosis + Mean + VIX + T-2 Return + T-3 Return,6,246,0.02186626145878856,-0.0026893972493589047,-492.12910075885634,-467.5917800073298,Skewness + Kurtosis,0.03773270061123264,False
model_0614,Skewness + Kurtosis + Median + VIX + T-2 Return,5,246,0.02173514341434213,0.0013546255688076103,-494.0961268658448,-473.0641376502506,Skewness + Kurtosis,0.03798916127360981,False
model_0578,Skewness + Kurtosis + Mean + VIX + T-2 Return,5,246,0.021742185848076745,0.0013618147199117026,-494.0978978023377,-473.0659085867435,Skewness + Kurtosis,0.03799995446035789,False
model_0758,Skewness + Kurtosis + Fear and Greed Index + VIX + T-2 Return + T-4 Return,6,246,0.023617995231916655,-0.0008936868961524347,-492.570055634812,-468.03273488328546,Skewness + Kurtosis,0.0381279704200017,False
model_0322,Kurtosis + Mean + VIX + T-2 Return,4,246,0.021415940979137016,0.00517388190825141,-496.0158715133432,-478.4892138336814,Kurtosis,0.03815735541821737,False
model_0358,Kurtosis + Median + VIX + T-2 Return,4,246,0.02141159684253391,0.005169465669795925,-496.0147794709965,-478.48812179133466,Kurtosis,0.038164896912765464,False
model_0436,Kurtosis + Mean + VIX + T-2 Return + T-3 Return,5,246,0.021486363748548287,0.0011006629933097978,-494.03357528084007,-473.0015860652459,Kurtosis,0.038227361489109636,False
model_0491,Kurtosis + Median + VIX + T-2 Return + T-3 Return,5,246,0.021482358175186178,0.0010965739705026678,-494.03256827491396,-473.00057905931976,Kurtosis,0.038231764754117784,False
model_0259,Kurtosis + Std,2,246,0.017790571626820184,0.009706543409756963,-499.10619705484396,-488.59020244704686,Kurtosis,0.038287262138904134,False
model_0502,Kurtosis + Fear and Greed Index + VIX + T-2 Return + T-4 Return,5,246,0.0234911411049602,0.003147206544646952,-494.5380967416081,-473.5061075260139,Kurtosis,0.03841477777418185,False
model_0301,Kurtosis + T-2 Return + T-4 Return,3,246,0.018790972818479856,0.006627224547634536,-497.35688097171237,-483.33555482798295,Kurtosis,0.038707956301492874,False
model_0280,Kurtosis + Std + T-3 Return,3,246,0.01779776080782325,0.005621699991391282,-497.1079976331607,-483.0866714894313,Kurtosis,0.038785013400398576,False
model_0386,Kurtosis + T-2 Return + T-3 Return + T-4 Return,4,246,0.018797878334580687,0.002512365941793715,-495.35861226738075,-477.83195458771894,Kurtosis,0.03912490798713732,False
model_0622,Skewness + Kurtosis + Median + T-3 Return + T-4 Return,5,246,0.019684215939762106,-0.0007390295614928544,-493.58092893864637,-472.5489397230522,Skewness + Kurtosis,0.03914512342873861,False
model_0586,Skewness + Kurtosis + Mean + T-3 Return + T-4 Return,5,246,0.019683847059191795,-0.0007394061270749042,-493.5808363719402,-472.548847156346,Skewness + Kurtosis,0.03918622821089086,False
model_0543,Skewness + Kurtosis + Median + T-4 Return,4,246,0.019601356171763062,0.0033291795107135425,-495.56013702458677,-478.03347934492496,Skewness + Kurtosis,0.039191990237109064,False
model_0530,Skewness + Kurtosis + Mean + T-4 Return,4,246,0.019601303833961414,0.003329126304234653,-495.5601238920731,-478.03346621241127,Skewness + Kurtosis,0.039231355643034226,False
model_0646,Skewness + Kurtosis + Mean + Std + Median + T-2 Return,6,246,0.021970699871114774,-0.002582336952204445,-492.1553683540915,-467.61804760256496,Skewness + Kurtosis,0.03972757024519807,False
