model_id,variables,variable,coefficient,p_value
model_0010,Skewness + T-4 Return,T-4 Return,-0.022971810854793183,0.43828522096448475
model_0011,Skewness + Mean + Std,const,0.0020217857316793767,0.24737175638891665
model_0011,Skewness + Mean + Std,Skewness,0.004983933337049897,8.749531401870133e-09
model_0011,Skewness + Mean + Std,Mean,2.5038462187925238e-08,0.4708582964463176
model_0011,Skewness + Mean + Std,Std,-4.820934253818153e-07,0.3312421270285004
model_0012,Skewness + Mean + Median,const,0.0024067174410626916,0.1660554536954614
model_0012,Skewness + Mean + Median,Skewness,0.005359398886514407,9.606668828196181e-10
model_0012,Skewness + Mean + Median,Mean,1.2774338471418379e-06,0.00524752990896961
model_0012,Skewness + Mean + Median,Median,-1.2593468485024312e-06,0.005616366515141935
model_0013,Skewness + Mean + Fear and Greed Index,const,0.0015495642871526877,0.5117192382141069
model_0013,Skewness + Mean + Fear and Greed Index,Skewness,0.004890147375636102,1.6470592982709614e-08
model_0013,Skewness + Mean + Fear and Greed Index,Mean,1.1350118705200379e-08,0.7525670879397903
model_0013,Skewness + Mean + Fear and Greed Index,Fear and Greed Index,5.875236543791526e-06,0.8972063453612209
model_0014,Skewness + Mean + VIX,const,-0.0028128029999343576,0.4800364241985099
model_0014,Skewness + Mean + VIX,Skewness,0.004892381813528412,1.3615796737769522e-08
model_0014,Skewness + Mean + VIX,Mean,3.015566799602734e-08,0.3907738756716419
model_0014,Skewness + Mean + VIX,VIX,0.00018642074678038175,0.2030184402087473
model_0015,Skewness + Mean + T-1 Return,const,0.0018582896538477734,0.2823469505983353
model_0015,Skewness + Mean + T-1 Return,Skewness,0.004882652339413356,1.4672481023240369e-08
model_0015,Skewness + Mean + T-1 Return,Mean,1.2617193226505337e-08,0.6984271433333018
model_0015,Skewness + Mean + T-1 Return,T-1 Return,-0.03313167069288858,0.2601045076461025
model_0016,Skewness + Mean + T-2 Return,const,0.0016432221636110012,0.3409895480236247
model_0016,Skewness + Mean + T-2 Return,Skewness,0.004940059764911767,9.724980802853649e-09
model_0016,Skewness + Mean + T-2 Return,Mean,1.3336982208730488e-08,0.6818105440693858
model_0016,Skewness + Mean + T-2 Return,T-2 Return,0.05258820708545359,0.06437071442609484
model_0017,Skewness + Mean + T-3 Return,const,0.001757993666000718,0.30879430049229617
model_0017,Skewness + Mean + T-3 Return,Skewness,0.0049016082991566136,1.392365204424213e-08
model_0017,Skewness + Mean + T-3 Return,Mean,1.3340580545715017e-08,0.6822524227968353
model_0017,Skewness + Mean + T-3 Return,T-3 Return,-0.0003591661639851095,0.9901441751087212
model_0018,Skewness + Mean + T-4 Return,const,0.0017893828442548528,0.30019065769848835
model_0018,Skewness + Mean + T-4 Return,Skewness,0.004896447698295333,1.3432961106215296e-08
model_0018,Skewness + Mean + T-4 Return,Mean,1.3525011264178307e-08,0.677943987299765
model_0018,Skewness + Mean + T-4 Return,T-4 Return,-0.023066236806692786,0.43657822924055556
model_0019,Skewness + Std + Median,const,0.0023097536475417055,0.19010031523370519
model_0019,Skewness + Std + Median,Skewness,0.004922663528995381,1.1388200575499051e-08
model_0019,Skewness + Std + Median,Std,-4.3753670047112156e-07,0.37455127272974387
model_0019,Skewness + Std + Median,Median,1.684861535601196e-08,0.6229189322925972
model_0020,Skewness + Std + Fear and Greed Index,const,0.0021355544098048884,0.35608307024969754
model_0020,Skewness + Std + Fear and Greed Index,Skewness,0.004821818744577844,7.278540735379125e-09
model_0020,Skewness + Std + Fear and Greed Index,Std,-3.8717726856983114e-07,0.4108294420638251
model_0020,Skewness + Std + Fear and Greed Index,Fear and Greed Index,1.7139513570890858e-05,0.6804423111417512
model_0021,Skewness + Std + VIX,const,0.00024601027973211503,0.9368816266941224
model_0021,Skewness + Std + VIX,Skewness,0.004729526244915713,1.6468730748647923e-08
model_0021,Skewness + Std + VIX,Std,-3.062990119743866e-07,0.5132011118682838
model_0021,Skewness + Std + VIX,VIX,0.0001287096841590404,0.346168291268133
model_0022,Skewness + Std + T-1 Return,const,0.0029881986865591035,0.01076541323177506
model_0022,Skewness + Std + T-1 Return,Skewness,0.004800759028137189,8.274563624861121e-09
model_0022,Skewness + Std + T-1 Return,Std,-3.3613646287059377e-07,0.4703226820818883
model_0022,Skewness + Std + T-1 Return,T-1 Return,-0.03245015152352094,0.27029869562819253
model_0023,Skewness + Std + T-2 Return,const,0.0028417447886791136,0.015308314266247987
model_0023,Skewness + Std + T-2 Return,Skewness,0.004853193613352219,5.579837778896434e-09
model_0023,Skewness + Std + T-2 Return,Std,-3.5689082258126745e-07,0.44253364254731775
model_0023,Skewness + Std + T-2 Return,T-2 Return,0.052559966118740156,0.06446692606945828
model_0024,Skewness + Std + T-3 Return,const,0.0029571183183447567,0.01171481004388999
model_0024,Skewness + Std + T-3 Return,Skewness,0.00481373640470582,8.096312023822665e-09
model_0024,Skewness + Std + T-3 Return,Std,-3.580152841382454e-07,0.44180023791086664
model_0024,Skewness + Std + T-3 Return,T-3 Return,0.0002580083638849804,0.9929172692250172
model_0025,Skewness + Std + T-4 Return,const,0.003000305417174278,0.010534165370062585
model_0025,Skewness + Std + T-4 Return,Skewness,0.004808358620568056,7.894797757548989e-09
model_0025,Skewness + Std + T-4 Return,Std,-3.592552456942688e-07,0.4400601066256703
model_0025,Skewness + Std + T-4 Return,T-4 Return,-0.023054012149323618,0.4367292439289998
model_0026,Skewness + Median + Fear and Greed Index,const,0.001690363791061052,0.4752824893014057
model_0026,Skewness + Median + Fear and Greed Index,Skewness,0.004837874069822942,2.0286264430253633e-08
model_0026,Skewness + Median + Fear and Greed Index,Median,3.4970662847103152e-09,0.9219871831345757
model_0026,Skewness + Median + Fear and Greed Index,Fear and Greed Index,1.0103633584384601e-05,0.8238609716216894
model_0027,Skewness + Median + VIX,const,-0.0022429310317059374,0.5743817700667935
model_0027,Skewness + Median + VIX,Skewness,0.004841068579676176,1.7173569157111715e-08
model_0027,Skewness + Median + VIX,Median,2.253974843175303e-08,0.5186823549208198
model_0027,Skewness + Median + VIX,VIX,0.00017474398179598706,0.23288489258993608
model_0028,Skewness + Median + T-1 Return,const,0.0021258731589416926,0.2215068753747586
model_0028,Skewness + Median + T-1 Return,Skewness,0.004840142969930296,1.7326461747579792e-08
model_0028,Skewness + Median + T-1 Return,Median,6.654554451973183e-09,0.8370495849252574
model_0028,Skewness + Median + T-1 Return,T-1 Return,-0.03332067870869661,0.25733540990778264
model_0029,Skewness + Median + T-2 Return,const,0.0019265781483239779,0.2674097492262244
model_0029,Skewness + Median + T-2 Return,Skewness,0.004895086485393095,1.1716738323633128e-08
model_0029,Skewness + Median + T-2 Return,Median,7.013620691251416e-09,0.8282370203349254
model_0029,Skewness + Median + T-2 Return,T-2 Return,0.052603587070902756,0.06430732773813268
model_0030,Skewness + Median + T-3 Return,const,0.002048414272512615,0.23873403932815115
model_0030,Skewness + Median + T-3 Return,Skewness,0.004855378203185006,1.6880833941655733e-08
model_0030,Skewness + Median + T-3 Return,Median,6.858543812835066e-09,0.8322662886725547
model_0030,Skewness + Median + T-3 Return,T-3 Return,-0.00021971478087479644,0.993971110042311
model_0031,Skewness + Median + T-4 Return,const,0.002080961289943754,0.23132384523845131
model_0031,Skewness + Median + T-4 Return,Skewness,0.004850249118850269,1.6297659606130856e-08
model_0031,Skewness + Median + T-4 Return,Median,7.019896048344421e-09,0.8282890388812228
model_0031,Skewness + Median + T-4 Return,T-4 Return,-0.023014673933664076,0.43762475013612345
model_0032,Skewness + Fear and Greed Index + VIX,const,-0.0040744626403107324,0.40613608371884
model_0032,Skewness + Fear and Greed Index + VIX,Skewness,0.004693223572302535,2.130656379543121e-08
model_0032,Skewness + Fear and Greed Index + VIX,Fear and Greed Index,4.297907332902483e-05,0.3623222727484636
model_0032,Skewness + Fear and Greed Index + VIX,VIX,0.00020864901031406242,0.18013406172789584
model_0033,Skewness + Fear and Greed Index + T-1 Return,const,0.0017239186553493684,0.44703976377171417
model_0033,Skewness + Fear and Greed Index + T-1 Return,Skewness,0.004803419935859066,8.224501519110358e-09
model_0033,Skewness + Fear and Greed Index + T-1 Return,Fear and Greed Index,1.399655384090967e-05,0.7338513109266369
model_0033,Skewness + Fear and Greed Index + T-1 Return,T-1 Return,-0.0337804781152046,0.2512412775162357
model_0034,Skewness + Fear and Greed Index + T-2 Return,const,0.0023048895661598153,0.31313999370594353
model_0034,Skewness + Fear and Greed Index + T-2 Return,Skewness,0.0048498207887481505,5.79144900603234e-09
model_0034,Skewness + Fear and Greed Index + T-2 Return,Fear and Greed Index,-1.064415750894942e-06,0.9796393134781908
model_0034,Skewness + Fear and Greed Index + T-2 Return,T-2 Return,0.052712922156397585,0.06776742042924491
model_0035,Skewness + Fear and Greed Index + T-3 Return,const,0.0017471401516372356,0.443428480104171
model_0035,Skewness + Fear and Greed Index + T-3 Return,Skewness,0.004818474866442948,8.00419890711289e-09
model_0035,Skewness + Fear and Greed Index + T-3 Return,Fear and Greed Index,1.2226338900957808e-05,0.768555811162722
model_0035,Skewness + Fear and Greed Index + T-3 Return,T-3 Return,-0.0012585940801684201,0.9657946311361825
model_0036,Skewness + Fear and Greed Index + T-4 Return,const,0.001575685893200185,0.4891991283986479
model_0036,Skewness + Fear and Greed Index + T-4 Return,Skewness,0.0048120372442206055,7.79374092667528e-09
model_0036,Skewness + Fear and Greed Index + T-4 Return,Fear and Greed Index,1.6397048333517926e-05,0.6926979270132443
model_0036,Skewness + Fear and Greed Index + T-4 Return,T-4 Return,-0.02450639853175799,0.41246421411023937
model_0037,Skewness + VIX + T-1 Return,const,-0.0003914925261198441,0.8927871318295789
model_0037,Skewness + VIX + T-1 Return,Skewness,0.004707024642347576,1.8954550350641176e-08
model_0037,Skewness + VIX + T-1 Return,VIX,0.00013845974575598305,0.3073761869866866
model_0037,Skewness + VIX + T-1 Return,T-1 Return,-0.033215214152627945,0.25864217500375125
model_0038,Skewness + VIX + T-2 Return,const,-0.0005789899417541103,0.84184724924072
model_0038,Skewness + VIX + T-2 Return,Skewness,0.004759409869651006,1.2947832457569743e-08
model_0038,Skewness + VIX + T-2 Return,VIX,0.0001387137044838579,0.3060515469254374
model_0038,Skewness + VIX + T-2 Return,T-2 Return,0.052534637788234965,0.06454446132498624
model_0039,Skewness + VIX + T-3 Return,const,-0.00047414269841835883,0.870400303650119
model_0039,Skewness + VIX + T-3 Return,Skewness,0.004720107776039959,1.853925239459378e-08
model_0039,Skewness + VIX + T-3 Return,VIX,0.00013916479485890704,0.30517512283092335
model_0039,Skewness + VIX + T-3 Return,T-3 Return,-1.0882837066562585e-05,0.9997011568457294
model_0040,Skewness + VIX + T-4 Return,const,-0.00039593878768539865,0.8916428790339102
model_0040,Skewness + VIX + T-4 Return,Skewness,0.0047156827470426575,1.799544525573026e-08
model_0040,Skewness + VIX + T-4 Return,VIX,0.00013726392884520026,0.3117917710198931
model_0040,Skewness + VIX + T-4 Return,T-4 Return,-0.02241634351742803,0.4495099489066954
model_0041,Skewness + T-1 Return + T-2 Return,const,0.002318036375235922,0.00885724109778055
model_0041,Skewness + T-1 Return + T-2 Return,Skewness,0.004836572608762511,6.250978109855852e-09
model_0041,Skewness + T-1 Return + T-2 Return,T-1 Return,-0.03134464284717044,0.28630160949055006
model_0041,Skewness + T-1 Return + T-2 Return,T-2 Return,0.051442443986156244,0.0704809982709485
model_0042,Skewness + T-1 Return + T-3 Return,const,0.002432867929648399,0.0060839363560748335
model_0042,Skewness + T-1 Return + T-3 Return,Skewness,0.00479681834525364,9.058237786775965e-09
model_0042,Skewness + T-1 Return + T-3 Return,T-1 Return,-0.033360128300975664,0.25682997352826303
model_0042,Skewness + T-1 Return + T-3 Return,T-3 Return,0.00043906045790536316,0.9879440480174528
model_0043,Skewness + T-1 Return + T-4 Return,const,0.0024728754637195105,0.005250282104012597
model_0043,Skewness + T-1 Return + T-4 Return,Skewness,0.004791979430609627,8.800078746306039e-09
model_0043,Skewness + T-1 Return + T-4 Return,T-1 Return,-0.033060774996420544,0.2609901744933119
model_0043,Skewness + T-1 Return + T-4 Return,T-4 Return,-0.02253592984407204,0.44701091070075283
model_0044,Skewness + T-2 Return + T-3 Return,const,0.0022477188085164505,0.011197022161935065
model_0044,Skewness + T-2 Return + T-3 Return,Skewness,0.004847767496646674,6.178205870194353e-09
model_0044,Skewness + T-2 Return + T-3 Return,T-2 Return,0.05262946095175257,0.06429260194276191
model_0044,Skewness + T-2 Return + T-3 Return,T-3 Return,0.0014951119556611543,0.9589386939587498
model_0045,Skewness + T-2 Return + T-4 Return,const,0.002292409794788969,0.009587589988136061
model_0045,Skewness + T-2 Return + T-4 Return,Skewness,0.0048444561031767185,5.935796981322479e-09
model_0045,Skewness + T-2 Return + T-4 Return,T-2 Return,0.053015707102445575,0.06222673043741195
model_0045,Skewness + T-2 Return + T-4 Return,T-4 Return,-0.02400034763740913,0.41765963312116816
model_0046,Skewness + T-3 Return + T-4 Return,const,0.0024065226974797735,0.006645997037427661
model_0046,Skewness + T-3 Return + T-4 Return,Skewness,0.004805957664793456,8.555874256600586e-09
model_0046,Skewness + T-3 Return + T-4 Return,T-3 Return,-0.00038169869878294446,0.9895218381538292
model_0046,Skewness + T-3 Return + T-4 Return,T-4 Return,-0.02297727751207512,0.4384134665668299
model_0047,Skewness + Mean + Std + Median,const,0.0030178537340804106,0.08827757190188847
model_0047,Skewness + Mean + Std + Median,Skewness,0.00559592354853116,2.7190925344562825e-10
model_0047,Skewness + Mean + Std + Median,Mean,1.5206272559417026e-06,0.0014552603619081342
model_0047,Skewness + Mean + Std + Median,Std,-9.082047370147413e-07,0.0765480432453871
model_0047,Skewness + Mean + Std + Median,Median,-1.4796521202812939e-06,0.0016923474273685929
model_0048,Skewness + Mean + Std + Fear and Greed Index,const,0.001808335985079416,0.4467308212563287
model_0048,Skewness + Mean + Std + Fear and Greed Index,Skewness,0.004972883092409872,1.1162939506700639e-08
model_0048,Skewness + Mean + Std + Fear and Greed Index,Mean,2.3011314872495695e-08,0.5443046066526683
model_0048,Skewness + Mean + Std + Fear and Greed Index,Std,-4.823240499570298e-07,0.33121335378241923
model_0048,Skewness + Mean + Std + Fear and Greed Index,Fear and Greed Index,6.0301392037855715e-06,0.8945149028894996
model_0049,Skewness + Mean + Std + VIX,const,-0.0025983613272153473,0.514757306254527
model_0049,Skewness + Mean + Std + VIX,Skewness,0.004976962229394676,9.093087983626098e-09
model_0049,Skewness + Mean + Std + VIX,Mean,4.2306613195675684e-08,0.2556410969204377
model_0049,Skewness + Mean + Std + VIX,Std,-4.919865193962863e-07,0.321343295544979
model_0049,Skewness + Mean + Std + VIX,VIX,0.0001886685972914167,0.1976851619187811
model_0050,Skewness + Mean + Std + T-1 Return,const,0.0021027330152351897,0.22935902020466684
model_0050,Skewness + Mean + Std + T-1 Return,Skewness,0.004961578317785006,1.0246883786326312e-08
model_0050,Skewness + Mean + Std + T-1 Return,Mean,2.3673145815609196e-08,0.4956419833250614
model_0050,Skewness + Mean + Std + T-1 Return,Std,-4.5399785743325023e-07,0.3608168255118611
model_0050,Skewness + Mean + Std + T-1 Return,T-1 Return,-0.03171758657488884,0.2816852418440731
model_0051,Skewness + Mean + Std + T-2 Return,const,0.001906787202848287,0.2750925112002247
model_0051,Skewness + Mean + Std + T-2 Return,Skewness,0.0050228122117176935,6.566156410986104e-09
model_0051,Skewness + Mean + Std + T-2 Return,Mean,2.501626525993156e-08,0.47080155378970734
model_0051,Skewness + Mean + Std + T-2 Return,Std,-4.809188309254877e-07,0.33193108410486916
model_0051,Skewness + Mean + Std + T-2 Return,T-2 Return,0.05255287575518193,0.06455680367278667
model_0052,Skewness + Mean + Std + T-3 Return,const,0.0020219464287826476,0.24758406236070726
model_0052,Skewness + Mean + Std + T-3 Return,Skewness,0.0049842609192889105,9.42562235181836e-09
model_0052,Skewness + Mean + Std + T-3 Return,Mean,2.5042999989084764e-08,0.4710615463073091
model_0052,Skewness + Mean + Std + T-3 Return,Std,-4.820739375371498e-07,0.3314742486414268
model_0052,Skewness + Mean + Std + T-3 Return,T-3 Return,-0.00018122914520972856,0.9950270403848451
model_0053,Skewness + Mean + Std + T-4 Return,const,0.0020552021951840264,0.23986426108650732
model_0053,Skewness + Mean + Std + T-4 Return,Skewness,0.004979837643154079,9.05038255401062e-09
model_0053,Skewness + Mean + Std + T-4 Return,Mean,2.529748399900718e-08,0.46637447305247126
model_0053,Skewness + Mean + Std + T-4 Return,Std,-4.846889370061969e-07,0.32873527848198014
model_0053,Skewness + Mean + Std + T-4 Return,T-4 Return,-0.023259329083042887,0.4327686084039729
model_0054,Skewness + Mean + Median + Fear and Greed Index,const,0.0023780106277076535,0.3165300470047793
model_0054,Skewness + Mean + Median + Fear and Greed Index,Skewness,0.005357798520710602,1.2063884223008968e-09
model_0054,Skewness + Mean + Median + Fear and Greed Index,Mean,1.2768355460821427e-06,0.005411949185018541
model_0054,Skewness + Mean + Median + Fear and Greed Index,Median,-1.2590214023070006e-06,0.005687787611449831
model_0054,Skewness + Mean + Median + Fear and Greed Index,Fear and Greed Index,8.057765787173509e-07,0.9858355403415053
model_0055,Skewness + Mean + Median + VIX,const,-0.001972625559244866,0.6204486136670744
model_0055,Skewness + Mean + Median + VIX,Skewness,0.0053471596135441805,1.041843773667117e-09
model_0055,Skewness + Mean + Median + VIX,Mean,1.2824007396790128e-06,0.005067470967924615
model_0055,Skewness + Mean + Median + VIX,Median,-1.2482551976352088e-06,0.006049663481790182
model_0055,Skewness + Mean + Median + VIX,VIX,0.00017839237822649668,0.22196751466658707
model_0056,Skewness + Mean + Median + T-1 Return,const,0.002432782805718668,0.16176732454423468
model_0056,Skewness + Mean + Median + T-1 Return,Skewness,0.005329823792321951,1.270057766920177e-09
model_0056,Skewness + Mean + Median + T-1 Return,Mean,1.2225917796285763e-06,0.008830636974523652
model_0056,Skewness + Mean + Median + T-1 Return,Median,-1.2050927199168863e-06,0.009379813521545995
model_0056,Skewness + Mean + Median + T-1 Return,T-1 Return,-0.017787243762509924,0.5523261357704546
model_0057,Skewness + Mean + Median + T-2 Return,const,0.002283414597508508,0.1887928479653182
model_0057,Skewness + Mean + Median + T-2 Return,Skewness,0.005385856133197727,7.754876195139126e-10
model_0057,Skewness + Mean + Median + T-2 Return,Mean,1.2482992128765157e-06,0.006361441949980443
model_0057,Skewness + Mean + Median + T-2 Return,Median,-1.2303158638994481e-06,0.006803840111022772
model_0057,Skewness + Mean + Median + T-2 Return,T-2 Return,0.04978880181496791,0.07930005637701873
model_0058,Skewness + Mean + Median + T-3 Return,const,0.0024065976963598273,0.1663016612918759
model_0058,Skewness + Mean + Median + T-3 Return,Skewness,0.005359159551285233,1.0456758030686266e-09
model_0058,Skewness + Mean + Median + T-3 Return,Mean,1.277443031734545e-06,0.0052666631408165125
model_0058,Skewness + Mean + Median + T-3 Return,Median,-1.2593596793955836e-06,0.0056368483903373985
model_0058,Skewness + Mean + Median + T-3 Return,T-3 Return,0.0001336238452026308,0.9963229606860179
model_0059,Skewness + Mean + Median + T-4 Return,const,0.0024426706072622336,0.16001532316877196
model_0059,Skewness + Mean + Median + T-4 Return,Skewness,0.005356546891372395,9.85832093813275e-10
model_0059,Skewness + Mean + Median + T-4 Return,Mean,1.2828092790325423e-06,0.005071423908504934
model_0059,Skewness + Mean + Median + T-4 Return,Median,-1.264498848862764e-06,0.005435614938100229
model_0059,Skewness + Mean + Median + T-4 Return,T-4 Return,-0.024206890053956993,0.41297048575451745
model_0060,Skewness + Mean + Fear and Greed Index + VIX,const,-0.005067313397810124,0.3266567834703096
model_0060,Skewness + Mean + Fear and Greed Index + VIX,Skewness,0.0048280556339037484,2.543132145145648e-08
model_0060,Skewness + Mean + Fear and Greed Index + VIX,Mean,2.260616601889992e-08,0.5393233539202381
model_0060,Skewness + Mean + Fear and Greed Index + VIX,Fear and Greed Index,3.39028235593474e-05,0.49298148103641093
model_0060,Skewness + Mean + Fear and Greed Index + VIX,VIX,0.00022940077482040832,0.14997529510290752
model_0061,Skewness + Mean + Fear and Greed Index + T-1 Return,const,0.0015480265420851898,0.5120872321042584
model_0061,Skewness + Mean + Fear and Greed Index + T-1 Return,Skewness,0.004866314461417545,1.9392765579648116e-08
model_0061,Skewness + Mean + Fear and Greed Index + T-1 Return,Mean,9.648050391680625e-09,0.7888670802951401
model_0061,Skewness + Mean + Fear and Greed Index + T-1 Return,Fear and Greed Index,8.787486884601405e-06,0.847002308839416
model_0061,Skewness + Mean + Fear and Greed Index + T-1 Return,T-1 Return,-0.03345201218680273,0.25647454143767906
model_0062,Skewness + Mean + Fear and Greed Index + T-2 Return,const,0.002008783995609358,0.3970977840085713
model_0062,Skewness + Mean + Fear and Greed Index + T-2 Return,Skewness,0.004960095639893891,1.0310816410521018e-08
model_0062,Skewness + Mean + Fear and Greed Index + T-2 Return,Mean,1.6841913071104804e-08,0.6407193295649145
model_0062,Skewness + Mean + Fear and Greed Index + T-2 Return,Fear and Greed Index,-1.0396923878998864e-05,0.8221961586707497
model_0062,Skewness + Mean + Fear and Greed Index + T-2 Return,T-2 Return,0.05381868004485153,0.06317584491351969
model_0063,Skewness + Mean + Fear and Greed Index + T-3 Return,const,0.0015433296957892708,0.5151258933712717
model_0063,Skewness + Mean + Fear and Greed Index + T-3 Return,Skewness,0.004891435879960391,1.719737386116991e-08
model_0063,Skewness + Mean + Fear and Greed Index + T-3 Return,Mean,1.1307701291700222e-08,0.7537349409503106
model_0063,Skewness + Mean + Fear and Greed Index + T-3 Return,Fear and Greed Index,6.0754886684846296e-06,0.8948242837849565
model_0063,Skewness + Mean + Fear and Greed Index + T-3 Return,T-3 Return,-0.0009072968441942346,0.9753655903427404
model_0064,Skewness + Mean + Fear and Greed Index + T-4 Return,const,0.0013996900576571775,0.5546663144626971
model_0064,Skewness + Mean + Fear and Greed Index + T-4 Return,Skewness,0.004875944184444382,1.830648449825404e-08
model_0064,Skewness + Mean + Fear and Greed Index + T-4 Return,Mean,9.811340998818439e-09,0.7855509381447585
model_0064,Skewness + Mean + Fear and Greed Index + T-4 Return,Fear and Greed Index,1.1041771095842063e-05,0.8100418976236444
model_0064,Skewness + Mean + Fear and Greed Index + T-4 Return,T-4 Return,-0.024073700744077258,0.4215988865702144
model_0065,Skewness + Mean + VIX + T-1 Return,const,-0.0026623507377242575,0.5040352124847077
model_0065,Skewness + Mean + VIX + T-1 Return,Skewness,0.004874440930011679,1.539284071431508e-08
model_0065,Skewness + Mean + VIX + T-1 Return,Mean,2.9263754906210895e-08,0.4050124563330729
model_0065,Skewness + Mean + VIX + T-1 Return,VIX,0.0001843298050753936,0.20812110271611575
model_0065,Skewness + Mean + VIX + T-1 Return,T-1 Return,-0.03265536586088104,0.2669371956304181
model_0066,Skewness + Mean + VIX + T-2 Return,const,-0.0029144884718614364,0.46389888959065373
model_0066,Skewness + Mean + VIX + T-2 Return,Skewness,0.004931461740444187,1.02306013805814e-08
model_0066,Skewness + Mean + VIX + T-2 Return,Mean,3.0115619379418434e-08,0.3909232066985565
model_0066,Skewness + Mean + VIX + T-2 Return,VIX,0.00018590693375759423,0.20380800032353935
model_0066,Skewness + Mean + VIX + T-2 Return,T-2 Return,0.05251959598933077,0.06465065910481423
model_0067,Skewness + Mean + VIX + T-3 Return,const,-0.0028128341473832334,0.48021582689910824
model_0067,Skewness + Mean + VIX + T-3 Return,Skewness,0.004893579721929943,1.4580538369867493e-08
model_0067,Skewness + Mean + VIX + T-3 Return,Mean,3.017622593903516e-08,0.39080861073842454
model_0067,Skewness + Mean + VIX + T-3 Return,VIX,0.0001864473452877075,0.20315818312882208
model_0067,Skewness + Mean + VIX + T-3 Return,T-3 Return,-0.0006566741917444661,0.9819772678195196
model_0068,Skewness + Mean + VIX + T-4 Return,const,-0.0027360714334162253,0.4923118590858415
model_0068,Skewness + Mean + VIX + T-4 Return,Skewness,0.004888086238687578,1.4107840757768823e-08
model_0068,Skewness + Mean + VIX + T-4 Return,Mean,3.017585681262549e-08,0.39054196766342986
model_0068,Skewness + Mean + VIX + T-4 Return,VIX,0.00018454978620535808,0.20773220110468
model_0068,Skewness + Mean + VIX + T-4 Return,T-4 Return,-0.022435666524059122,0.4491694956600615
model_0069,Skewness + Mean + T-1 Return + T-2 Return,const,0.001740225720604081,0.31391976604555516
model_0069,Skewness + Mean + T-1 Return + T-2 Return,Skewness,0.004922024700476566,1.1039250788512861e-08
model_0069,Skewness + Mean + T-1 Return + T-2 Return,Mean,1.2666670565978996e-08,0.6970285153980464
model_0069,Skewness + Mean + T-1 Return + T-2 Return,T-1 Return,-0.03112175660040837,0.29000346314423997
model_0069,Skewness + Mean + T-1 Return + T-2 Return,T-2 Return,0.05145174627492188,0.07053049096914957
model_0070,Skewness + Mean + T-1 Return + T-3 Return,const,0.001858147945545585,0.2826404366227457
model_0070,Skewness + Mean + T-1 Return + T-3 Return,Skewness,0.00488236248060153,1.5874866359803967e-08
model_0070,Skewness + Mean + T-1 Return + T-3 Return,Mean,1.2612770895643329e-08,0.6987374050937356
model_0070,Skewness + Mean + T-1 Return + T-3 Return,T-1 Return,-0.033134196323625464,0.2603277248152521
model_0070,Skewness + Mean + T-1 Return + T-3 Return,T-3 Return,0.00015796996741770626,0.9956651347821961
model_0071,Skewness + Mean + T-1 Return + T-4 Return,const,0.001888513404676189,0.2748064551931665
model_0071,Skewness + Mean + T-1 Return + T-4 Return,Skewness,0.004878397275498453,1.519470700966924e-08
model_0071,Skewness + Mean + T-1 Return + T-4 Return,Mean,1.2814265693550984e-08,0.6940133693027167
